"tconst","primaryTitle","originalTitle","startYear","runtimeMinutes","genres","numVotes"
"tt0055902","The Devil's Hand","The Devil's Hand","1961","71","Horror",1350
"tt0055910","Sundays and Cybèle","Les dimanches de Ville d'Avray","1962","111","Drama",4628
"tt0055913","Divorce Italian Style","Divorzio all'italiana","1961","105","Comedy,Drama,Romance",13522
"tt0055928","Dr. No","Dr. No","1962","110","Action,Adventure,Thriller",173328
"tt0055946","Eegah","Eegah","1962","92","Adventure,Comedy,Fantasy",6013
"tt0055950","Electra","Ilektra","1962","110","Drama",1645
"tt0055972","Experiment in Terror","Experiment in Terror","1962","123","Crime,Mystery,Thriller",5779
"tt0055981","I Fidanzati","I fidanzati","1963","77","Drama",2146
"tt0055988","Five Weeks in a Balloon","Five Weeks in a Balloon","1962","101","Adventure,Comedy,Drama",1341
"tt0055992","Follow That Dream","Follow That Dream","1962","109","Comedy,Musical,Romance",2850
"tt0055998","Freud","Freud","1962","140","Biography,Drama",3140
"tt0056016","Geronimo","Geronimo","1962","101","Action,Biography,Drama",1238
"tt0056017","Gigot","Gigot","1962","104","Comedy",1297
"tt0056023","Girls! Girls! Girls!","Girls! Girls! Girls!","1962","106","Comedy,Musical",3389
"tt0056040","The Awful Dr. Orlof","Gritos en la noche","1962","90","Horror",1721
"tt0056045","Gusarskaya ballada","Gusarskaya ballada","1962","96","Comedy,Musical,War",1672
"tt0056048","Gypsy","Gypsy","1962","143","Biography,Comedy,Drama",6720
"tt0056049","The Naked Island","Hadaka no shima","1960","96","Drama",5866
"tt0056058","Harakiri","Seppuku","1962","133","Action,Drama,Mystery",61679
"tt0056059","Hatari!","Hatari!","1962","157","Action,Adventure,Comedy",13724
"tt0056062","Hell Is for Heroes","Hell Is for Heroes","1962","90","Drama,War",7228
"tt0056085","How the West Was Won","How the West Was Won","1962","164","Drama,Romance,War",22236
"tt0056093","If a Man Answers","If a Man Answers","1962","102","Comedy,Romance",1219
"tt0056095","In Search of the Castaways","In Search of the Castaways","1962","98","Adventure,Family,Fantasy",3334
"tt0056111","Ivan's Childhood","Ivanovo detstvo","1962","95","Drama,War",38252
"tt0056112","Jack the Giant Killer","Jack the Giant Killer","1962","94","Adventure,Family,Fantasy",2858
"tt0056121","Jigsaw","Jigsaw","1962","107","Crime,Drama,Mystery",1319
"tt0056127","Journey to the Seventh Planet","Journey to the Seventh Planet","1962","77","Action,Adventure,Fantasy",1806
"tt0056134","Kanchenjungha","Kanchenjungha","1962","102","Drama",1176
"tt0056138","Kid Galahad","Kid Galahad","1962","96","Drama,Musical,Sport",2966
"tt0056141","A Kind of Loving","A Kind of Loving","1962","113","Drama,Romance",2583
"tt0056142","King Kong vs. Godzilla","King Kong vs. Godzilla","1963","97","Action,Adventure,Fantasy",10731
"tt0056160","Two Half-Times in Hell","Két félidö a pokolban","1961","140","Drama,Sport,War",1402
"tt0056165","Bluebeard","Landru","1963","115","Biography,Crime,Drama",1155
"tt0056171","Ro.Go.Pa.G.","Ro.Go.Pa.G.","1963","122","Comedy,Drama",2175
"tt0056172","Lawrence of Arabia","Lawrence of Arabia","1962","218","Adventure,Biography,Drama",302360
"tt0056183","Light in the Piazza","Light in the Piazza","1962","102","Drama,Romance",1857
"tt0056193","Lolita","Lolita","1962","153","Crime,Drama,Romance",105211
"tt0056194","The Loneliness of the Long Distance Runner","The Loneliness of the Long Distance Runner","1962","104","Drama,Sport",9068
"tt0056195","Lonely Are the Brave","Lonely Are the Brave","1962","107","Drama,Western",9479
"tt0056196","Long Day's Journey Into Night","Long Day's Journey Into Night","1962","174","Drama",5561
"tt0056197","The Longest Day","The Longest Day","1962","178","Action,Drama,History",57647
"tt0056210","Mafioso","Mafioso","1962","105","Comedy,Crime,Drama",2848
"tt0056211","The Magic Sword","The Magic Sword","1962","80","Adventure,Drama,Fantasy",2478
"tt0056215","Mamma Roma","Mamma Roma","1962","106","Drama",10010
"tt0056217","The Man Who Shot Liberty Valance","The Man Who Shot Liberty Valance","1962","123","Drama,Western",79265
"tt0056218","The Manchurian Candidate","The Manchurian Candidate","1962","126","Drama,Thriller",77442
"tt0056219","Maniac","Maniac","1963","86","Crime,Horror,Mystery",1431
"tt0056234","Merrill's Marauders","Merrill's Marauders","1962","98","Adventure,Drama,War",2671
"tt0056241","The Miracle Worker","The Miracle Worker","1962","106","Biography,Drama",19619
"tt0056255","Mr. Hobbs Takes a Vacation","Mr. Hobbs Takes a Vacation","1962","116","Comedy,Family",5647
"tt0056262","The Music Man","The Music Man","1962","151","Comedy,Family,Musical",18415
"tt0056264","Mutiny on the Bounty","Mutiny on the Bounty","1962","178","Adventure,Drama,History",17161
"tt0056267","My Geisha","My Geisha","1962","119","Comedy,Drama,Romance",1538
"tt0056277","Night Creatures","Captain Clegg","1962","82","Adventure,Horror",3302
"tt0056279","Night of the Eagle","Night of the Eagle","1962","90","Horror",3679
"tt0056289","The Notorious Landlady","The Notorious Landlady","1962","123","Comedy,Mystery",2479
"tt0056291","Knife in the Water","Nóz w wodzie","1962","94","Drama,Thriller",22819
"tt0056293","Nude on the Moon","Nude on the Moon","1961","83","Fantasy,Romance,Sci-Fi",1196
"tt0056308","Only Two Can Play","Only Two Can Play","1962","106","Comedy,Drama",1349
"tt0056315","The Horrible Dr. Hichcock","L'orribile segreto del Dr. Hichcock","1962","88","Horror",1660
"tt0056322","The Given Word","O Pagador de Promessas","1962","98","Drama",3669
"tt0056327","Pale Flower","Kawaita hana","1964","96","Action,Crime",4081
"tt0056331","Panic in Year Zero!","Panic in Year Zero!","1962","93","Action,Horror,Sci-Fi",4379
"tt0056335","The Password Is Courage","The Password Is Courage","1962","116","Comedy,Drama,War",1364
"tt0056341","Period of Adjustment","Period of Adjustment","1962","112","Comedy,Drama",1572
"tt0056346","Phaedra","Phaedra","1962","115","Drama",1727
"tt0056347","The Phantom of the Opera","The Phantom of the Opera","1962","90","Drama,Horror,Music",3508
"tt0056350","The Pirates of Blood River","The Pirates of Blood River","1962","87","Action,Adventure,Drama",1126
"tt0056352","Planeta bur","Planeta bur","1962","78","Adventure,Sci-Fi",1406
"tt0056357","Striped Trip","Polosatyy reys","1961","87","Adventure,Comedy,Family",2521
"tt0056368","The Premature Burial","The Premature Burial","1962","81","Drama,Horror,Mystery",4451
"tt0056370","Pressure Point","Pressure Point","1962","91","Drama",1924
"tt0056371","Before the Revolution","Prima della rivoluzione","1964","115","Drama,Romance",2904
"tt0056405","Reptilicus","Reptilicus","1961","92","Action,Adventure,Drama",4231
"tt0056406","Requiem for a Heavyweight","Requiem for a Heavyweight","1962","95","Drama,Sport",4638
"tt0056412","Ride the High Country","Ride the High Country","1962","94","Drama,Western",14330
"tt0056415","Ring of Terror","Ring of Terror","1961","71","Drama,Horror",1370
"tt0056417","The Road to Hong Kong","The Road to Hong Kong","1962","91","Comedy,Musical,Sci-Fi",2683
"tt0056424","Rome Adventure","Rome Adventure","1962","119","Drama,Romance",1386
"tt0056436","Sahib Bibi Aur Ghulam","Sahib Bibi Aur Ghulam","1962","152","Drama,Musical",1796
"tt0056443","Sanjuro","Tsubaki Sanjûrô","1962","96","Action,Drama,Thriller",39632
"tt0056444","An Autumn Afternoon","Sanma no aji","1962","113","Drama",9824
"tt0056452","The Treasure of the Silver Lake","Der Schatz im Silbersee","1962","111","Adventure,Drama,Western",3444
"tt0056470","Sergeants 3","Sergeants 3","1962","112","Comedy,Western",1281
"tt0056480","Sherlock Holmes and the Deadly Necklace","Sherlock Holmes und das Halsband des Todes","1962","87","Crime,Drama,Mystery",1109
"tt0056499","The Slime People","The Slime People","1963","76","Horror,Sci-Fi",1535
"tt0056504","Sodom and Gomorrah","Sodom and Gomorrah","1962","154","Adventure,Drama,History",2024
"tt0056512","Il Sorpasso","Il sorpasso","1962","108","Comedy,Drama",11729
"tt0056526","State Fair","State Fair","1962","118","Musical,Romance",1289
"tt0056537","Subarnarekha","Subarnarekha","1965","143","Drama",1265
"tt0056541","Sweet Bird of Youth","Sweet Bird of Youth","1962","120","Drama,Romance",8142
"tt0056552","Tales of Terror","Tales of Terror","1962","89","Comedy,Horror,Mystery",7858
"tt0056556","Taras Bulba","Taras Bulba","1962","122","Adventure,Drama,History",4306
"tt0056575","That Touch of Mink","That Touch of Mink","1962","99","Comedy,Romance",10364
"tt0056576","The Damned","The Damned","1962","87","Drama,Fantasy,Horror",3755
"tt0056579","The Three Stooges Meet Hercules","The Three Stooges Meet Hercules","1962","89","Comedy,Family,Fantasy",1108
"tt0056585","Tickle Me","Tickle Me","1965","90","Comedy,Musical,Romance",1880
"tt0056592","To Kill a Mockingbird","To Kill a Mockingbird","1962","129","Crime,Drama",323276
"tt0056606","Tower of London","Tower of London","1962","79","Drama,History,Horror",2423
"tt0056625","Two Weeks in Another Town","Two Weeks in Another Town","1962","107","Drama",2798
"tt0056626","Two for the Seesaw","Two for the Seesaw","1962","119","Drama,Romance",1901
"tt0056628","The Stars Will Tell, Inspector Palmu","Tähdet kertovat, komisario Palmu.","1962","100","Comedy,Crime,Thriller",1233
"tt0056632","The Ugly American","The Ugly American","1963","120","Adventure,Drama,Thriller",2263
"tt0056636","A Monkey in Winter","Un singe en hiver","1962","105","Comedy,Drama",3113
"tt0056663","Vivre Sa Vie","Vivre sa vie: Film en douze tableaux","1962","80","Drama",33621
"tt0056671","Walk on the Wild Side","Walk on the Wild Side","1962","114","Drama,Romance",2712
"tt0056675","War Hunt","War Hunt","1962","83","Drama,War",1063
"tt0056676","The War Lover","The War Lover","1962","105","Adventure,Drama,War",1987
"tt0056687","What Ever Happened to Baby Jane?","What Ever Happened to Baby Jane?","1962","134","Drama,Horror,Thriller",59063
"tt0056700","The Wonderful World of the Brothers Grimm","The Wonderful World of the Brothers Grimm","1962","135","Adventure,Animation,Biography",2034
"tt0056704","The Wrong Arm of the Law","The Wrong Arm of the Law","1963","94","Comedy,Crime",2140
"tt0056714","The Tale of Zatoichi","Zatôichi monogatari","1962","96","Action,Adventure,Drama",5538
"tt0056732","The Exterminating Angel","El ángel exterminador","1962","95","Drama,Fantasy",34278
"tt0056736","L'Eclisse","L'eclisse","1962","126","Drama,Romance",21151
"tt0056800","55 Days at Peking","55 Days at Peking","1963","154","Action,Adventure,Drama",7013
"tt0056801","8½","8½","1963","138","Biography,Drama",121529
"tt0056825","America America","America America","1963","174","Adventure,Drama",5777
"tt0056844","When the Cat Comes","Az prijde kocour","1963","104","Comedy,Family,Fantasy",1542
"tt0056845","Magnet of Doom","L'aîné des Ferchaux","1963","102","Adventure,Crime,Drama",1690
"tt0056846","Bay of Angels","La baie des anges","1963","90","Drama,Romance",3961
"tt0056860","Beach Party","Beach Party","1963","101","Comedy,Musical,Romance",2251
"tt0056868","Billy Liar","Billy Liar","1963","98","Comedy,Drama,Romance",6910
"tt0056869","The Birds","The Birds","1963","119","Drama,Horror,Mystery",196917
"tt0056875","Blood Feast","Blood Feast","1963","67","Horror",7048
"tt0056883","The Boom","Il boom","1963","88","Comedy",1250
"tt0056891","Bye Bye Birdie","Bye Bye Birdie","1963","112","Comedy,Musical",8861
"tt0056903","Captain Newman, M.D.","Captain Newman, M.D.","1963","126","Comedy,Drama,War",2796
"tt0056905","Les Carabiniers","Les carabiniers","1963","75","Comedy,Drama,War",3517
"tt0056907","The Cardinal","The Cardinal","1963","175","Drama,History,War",2795
"tt0056910","Suzanne's Career","La carrière de Suzanne","1963","54","Drama,Romance",4045
"tt0056912","Carry on Cabby","Carry on Cabby","1963","91","Adventure,Comedy,Romance",2867
"tt0056917","Greed in the Sun","Cent mille dollars au soleil","1964","130","Action,Adventure,Comedy",2572
"tt0056919","Black Peter","Cerný Petr","1964","85","Comedy,Drama",2982
"tt0056923","Charade","Charade","1963","113","Comedy,Mystery,Romance",81570
"tt0056930","A Child Is Waiting","A Child Is Waiting","1963","102","Drama",3219
"tt0056931","Children of the Damned","Children of the Damned","1964","89","Drama,Horror,Mystery",4815
"tt0056937","Cleopatra","Cleopatra","1963","192","Biography,Drama,History",35723
"tt0056940","Come Blow Your Horn","Come Blow Your Horn","1963","112","Comedy,Musical",1184
"tt0056943","The Comedy of Terrors","The Comedy of Terrors","1963","84","Comedy,Horror",6443
"tt0056945","The Organizer","I compagni","1963","130","Drama,History",3064
"tt0056956","The Courtship of Eddie's Father","The Courtship of Eddie's Father","1963","118","Comedy,Drama,Family",3184
"tt0056957","Five Miles to Midnight","Le couteau dans la plaie","1962","112","Crime,Drama",1152
"tt0056961","The Crawling Hand","The Crawling Hand","1963","89","Horror,Sci-Fi",1936
"tt0056964","Critic's Choice","Critic's Choice","1963","100","Comedy",1055
"tt0056966","Family Portrait","Cronaca familiare","1962","113","Drama",1146
"tt0056982","Business People","Delovye lyudi","1963","84","Comedy,Drama,Western",1257
"tt0056983","Dementia 13","Dementia 13","1963","75","Horror,Thriller",8587
"tt0056993","Diary of a Madman","Diary of a Madman","1963","96","Horror",2815
"tt0057007","Donovan's Reef","Donovan's Reef","1963","109","Adventure,Comedy,Romance",9463
"tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","1964","95","Comedy,War",501911
"tt0057051","Let's Rob the Bank","Faites sauter la banque!","1964","88","Comedy,Crime",2462
"tt0057058","The Fire Within","Le feu follet","1963","108","Drama",10011
"tt0057063","Flipper","Flipper","1963","87","Adventure,Drama,Family",1925
"tt0057069","40 Pounds of Trouble","40 Pounds of Trouble","1962","106","Comedy",1047
"tt0057071","4 for Texas","4 for Texas","1963","124","Comedy,Western",3541
"tt0057076","From Russia with Love","From Russia with Love","1963","115","Action,Adventure,Thriller",139946
"tt0057078","The Whip and the Body","La frusta e il corpo","1963","92","Horror,Romance",4368
"tt0057083","Fun in Acapulco","Fun in Acapulco","1963","97","Comedy,Music",3580
"tt0057090","A Gathering of Eagles","A Gathering of Eagles","1963","115","Drama,Romance,War",1054
"tt0057091","The Leopard","Il gattopardo","1963","186","Drama,History",27468
"tt0057093","Gay Purr-ee","Gay Purr-ee","1962","85","Animation,Comedy,Family",2012
"tt0057115","The Great Escape","The Great Escape","1963","172","Adventure,Drama,History",250351
"tt0057128","The Haunted Palace","The Haunted Palace","1963","87","Horror",7851
"tt0057129","The Haunting","The Haunting","1963","112","Horror",40775
"tt0057134","Heavens Above!","Heavens Above!","1963","118","Comedy",1624
"tt0057163","Hud","Hud","1963","112","Drama,Western",23071
"tt0057168","I Could Go on Singing","I Could Go on Singing","1963","100","Drama,Music",1591
"tt0057171","Yesterday, Today and Tomorrow","Ieri oggi domani","1963","114","Comedy,Romance",9689
"tt0057176","L'Immortelle","L'immortelle","1963","101","Drama,Mystery",1318
"tt0057180","The Incredible Journey","The Incredible Journey","1963","80","Adventure,Drama,Family",4995
"tt0057181","The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?","The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?","1964","82","Horror",5217
"tt0057183","The Indian Scarf","Das indische Tuch","1963","93","Crime,Drama,Mystery",1077
"tt0057187","Irma la Douce","Irma la Douce","1963","147","Comedy,Romance",20251
"tt0057191","It Happened at the World's Fair","It Happened at the World's Fair","1963","105","Comedy,Musical,Romance",2964
"tt0057193","It's a Mad Mad Mad Mad World","It's a Mad Mad Mad Mad World","1963","210","Action,Adventure,Comedy",44040
"tt0057197","Jason and the Argonauts","Jason and the Argonauts","1963","104","Action,Adventure,Family",29615
"tt0057200","Johnny Cool","Johnny Cool","1963","103","Action,Crime,Drama",1063
"tt0057207","Judex","Judex","1963","98","Crime,Drama,Thriller",2751
"tt0057215","Atragon","Kaitei gunkan","1963","94","Action,Adventure,Fantasy",1376
"tt0057225","Kings of the Sun","Kings of the Sun","1963","108","Adventure,Drama,History",2093
"tt0057226","The Kiss of the Vampire","The Kiss of the Vampire","1963","88","Horror",3669
"tt0057227","Kissin' Cousins","Kissin' Cousins","1964","96","Comedy,Musical,Romance",2366
"tt0057229","The Red Lanterns","Ta kokkina fanaria","1963","132","Drama,Romance",1946
"tt0057232","Koroleva benzokolonki","Koroleva benzokolonki","1963","78","Adventure,Comedy,Romance",1722
